paper_id,title,score
118931,Personalized Safety in LLMs: A Benchmark and A Planning-Based Agent Approach,4.4
120359,KL Penalty Control via Perturbation for Direct Preference Optimization,4.4
116554,Zeroth-Order Optimization Finds Flat Minima,1.5
120005,Variance-Reduced Long-Term Rehearsal Learning with Quadratic Programming Reformulation,4.4
116798,Revitalizing SVD for Global Covariance Pooling: Halley’s Method to Overcome Over-Flattening,3.6
118646,Fourier Clouds: Fast Bias Correction for Imbalanced Semi-Supervised Learning,3.6
116328,Refining Norms: A Post-hoc Framework for OOD Detection in Graph Neural Networks,2.3
115514,Re-coding for Uncertainties: Edge-awareness Semantic Concordance for Resilient Event-RGB Segmentation,5.0
119566,Optimal kernel regression bounds under energy-bounded noise,2.3
119001,CCL: Causal-aware In-context Learning for Out-of-Distribution Generalization,4.7
118051,Constant Bit-size Transformers Are Turing Complete,1.5
119528,From Pretraining to Pathology: How Noise Leads to Catastrophic Inheritance in Medical Models,2.3
118016,FlexAC: Towards Flexible Control of Associative Reasoning in Multimodal Large Language Models,4.8
118476,SafePTR: Token-Level Jailbreak Defense in Multimodal LLMs via Prune-then-Restore Mechanism,5.0
118591,Stabilizing LTI Systems under Partial Observability: Sample Complexity and Fundamental Limits,3.9
116817,Token Embeddings Violate the Manifold Hypothesis,3.2
121796,DQVis Dataset: Natural Language to Biomedical Visualization,5.0
118391,Open-Reasoner-Zero: An Open Source Approach to Scaling Up Reinforcement Learning on the Base Model,4.7
116059,Open Vision Reasoner: Transferring Linguistic Cognitive Behavior for Visual Reasoning,3.1
117247,Fast Zeroth-Order Convex Optimization with Quantum Gradient Methods,1.5
116984,Efficient Adaptive Federated Optimization,3.1
121735,GSO: Challenging Software Optimization Tasks for Evaluating SWE-Agents,3.9
115402,Constrained Feedback Learning for Non-Stationary Multi-Armed Bandits,2.7
118136,Training-Free Safe Denoisers for Safe Use of Diffusion Models,3.1
116446,Optimizing Distributional Geometry Alignment with Optimal Transport for Generative Dataset Distillation,5.0
119881,Adaptive Sigmoid Clipping for Balancing the Direction–Magnitude Mismatch Trade-off in Differentially Private Learning,3.9
121587,Risk Management for Mitigating Benchmark Failure Modes: BenchRisk,2.7
119567,GeoAda: Efficiently Finetune Geometric Diffusion Models with Equivariant Adapters,5.0
115719,Bridging Expressivity and Scalability with Adaptive Unitary SSMs,4.7
119327,An Analysis of Causal Effect Estimation using Outcome Invariant Data Augmentation,4.0
116964,Mixed-Sample SGD: an End-to-end Analysis of Supervised Transfer Learning,2.8
119988,Exploring the Noise Robustness of Online Conformal Prediction,3.6
119279,Exploring Diffusion Transformer Designs via Grafting,2.7
118104,Direct Numerical Layout Generation for 3D Indoor Scene Synthesis via Spatial Reasoning,4.4
119280,Exploring Diffusion Transformer Designs via Grafting,2.7
120061,A Signed Graph Approach to Understanding and Mitigating Oversmoothing in GNNs,5.0
121452,WebGen-Bench: Evaluating LLMs on Generating Interactive and Functional Websites from Scratch,5.0
119296,Test-Time Adaptation of Vision-Language Models for Open-Vocabulary Semantic Segmentation,5.0
115906,Consistent Story Generation: Unlocking the Potential of Zigzag Sampling,4.7
121451,WebGen-Bench: Evaluating LLMs on Generating Interactive and Functional Websites from Scratch,5.0
117665,TRUST: Test-Time Refinement using Uncertainty-Guided SSM Traverses,4.7
119770,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,4.3
118663,An Exact Analysis of PCA,1.0
121779,Measuring Scientific Capabilities of Language Models with a Systems Biology Dry Lab,4.7
117539,Evaluating LLMs in Open-Source Games,1.9
116111,Imbalances in Neurosymbolic Learning: Characterization and Mitigating Strategies,2.3
116709,Zooming from Context to Cue: Hierarchical Preference Optimization for Multi-Image MLLMs,3.9
119726,Self-supervised Blending Structural Context of Visual Molecules for Robust Drug Interaction Prediction,5.0
121604,Toward Real-world Text Image Forgery Localization: Structured and Interpretable Data Synthesis,3.9
115611,scMRDR: A scalable and flexible framework for unpaired single-cell multi-omics data integration,5.0
117212,Cross-fluctuation phase transitions reveal sampling dynamics in diffusion models,2.3
119658,Pretraining a Shared Q-Network for Data-Efficient Offline Reinforcement Learning,5.0
115605,Does Thinking More Always Help? Understanding Test-Time Scaling in Reasoning Models,3.6
116002,Learning to Condition: A Neural Heuristic for Scalable MPE Inference,3.9
119222,Exploring End-to-End Learning for Data Structures,3.6
117411,Two-Steps Diffusion Policy for Robotic Manipulation via Genetic Denoising,3.1
119384,Storyboard-guided Alignment for Fine-grained Video Action Recognition,4.7
116967,Kuramoto Orientation Diffusion Models,5.0
118172,LabelAny3D: Label Any Object 3D in the Wild,4.7
116541,GEM: Empowering MLLM for Grounded ECG Understanding with Time Series and Images,5.0
115687,Accelerating data-driven algorithm selection for combinatorial partitioning problems,1.5
119412,Partial Physics Informed Diffusion Model for Ocean Chlorophyll Concentration Reconstruction,3.1
118721,Towards Multiscale Graph-based Protein Learning with Geometric Secondary Structural Motifs,3.9
118535,Hybrid Latent Reasoning via Reinforcement Learning,3.6
121773,MME: A Comprehensive Evaluation Benchmark for Multimodal Large Language Models,3.6
117274,Multi-Objective One-Shot Pruning for Large Language Models,2.6
117656,LoRAShop: Training-Free Multi-Concept Image Generation and Editing with Rectified Flow Transformers,3.1
121482,CLIMB: Class-imbalanced Learning Benchmark on Tabular Data,4.7
117947,Learning to Integrate Diffusion ODEs by Averaging the Derivatives,3.1
118124,Native-Resolution Image Synthesis,5.0
120108,RePO: Understanding Preference Learning Through ReLU-Based Optimization,1.5
121694,BRACE: A Benchmark for Robust Audio Caption Quality Evaluation,5.0
121775,Data-Juicer 2.0: Cloud-Scale Adaptive Data Processing for and with Foundation Models,4.0
115422,AutoSciDACT: Automated Scientific Discovery through Contrastive Embedding and Hypothesis Testing,5.0
119982,Dynamics-Aligned Latent Imagination in Contextual World Models for Zero-Shot Generalization,5.0
118087,Fine-grained List-wise Alignment for Generative Medication Recommendation,5.0
119690,Fira: Can We Achieve Full-rank Training of LLMs Under Low-rank Constraint?,3.6
118997,AF-UMC: An Alignment-Free Fusion Framework for Unaligned Multi-View Clustering,5.0
118236,Shape it Up! Restoring LLM Safety during Finetuning,5.0
117292,CaliGCL: Calibrated Graph Contrastive Learning via Partitioned Similarity and Consistency Discrimination,4.8
120034,Decoding Causal Structure: End-to-End Mediation Pathways Inference,5.0
119532,E-SD$^3$: Fine-Grained Confidence-Aware Fusion of SD3 for Zero-Shot Semantic Matching,2.3
120094,Precise Diffusion Inversion: Towards Novel Samples and Few-Step Models,5.0
121375,PhyBlock: A Progressive Benchmark for Physical Understanding and Planning via 3D Block Assembly,5.0
115963,Towards Dynamic 3D Reconstruction of Hand-Instrument Interaction in Ophthalmic Surgery,5.0
116957,Restage4D: Reanimating Deformable 3D Reconstruction from a Single Video,4.4
118811,Vision as a Dialect: Unifying Visual Understanding and Generation via Text-Aligned Representations,4.7
116950,Eluder dimension: localise it!,1.8
121466,"Towards precision protein-ligand affinity prediction benchmark: A Complete, Modification-Aware DAVIS Dataset",3.9
118344,Self-distilled Attention Gating for Efficient Long-context Prefilling,2.3
117418,PLANA3R: Zero-shot Metric Planar 3D Reconstruction via Feed-forward Planar Splatting,3.9
121629,ML4CFD Competition: Results and Retrospective Analysis,3.9
119251,ReAgent-V: A Reward-Driven Multi-Agent Framework for Video Understanding,5.0
116238,Gatekeeper: Improving Model Cascades Through Confidence Tuning,4.3
115941,What Does It Take to Build a Performant Selective Classifier?,2.3
115713,Iterative Self-Incentivization Empowers Large Language Models as Agentic Searchers,5.0
121582,ChangeIn: A Benchmark for Self-Calibration of Dynamic Intrinsics of Video Cameras,2.3
119165,FedMGP: Personalized Federated Learning with Multi-Group Text-Visual Prompts,4.4
115296,Learning to Focus: Causal Attention Distillation via Gradient‐Guided Token Pruning,4.8
115431,Intermediate Domain Alignment and Morphology Analogy for Patent-Product Image Retrieval,5.0
117913,Optimal and Provable Calibration in High-Dimensional Binary Classification: Angular Calibration and Platt Scaling,1.5
115195,DyMU: Dynamic Merging and Virtual Unmerging for Efficient Variable-Length VLMs,3.9
117887,Reliable World Simulation for Autonomous Driving,5.0
117099,From Euler to AI: Unifying Formulas for Mathematical Constants,4.0
118067,DynaAct: Large Language Model Reasoning with Dynamic Action Spaces,4.7
115299,TreeSynth: Synthesizing Diverse Data from Scratch via Tree-Guided Subspace Partitioning,5.0
118468,Flexible Language Modeling in Continuous Space with Transformer-based Autoregressive Flows,4.7
118252,Towards foundational LiDAR world models with efficient latent flow matching,4.4
119365,Self-Estimating the Best-of-$N$ Sampling in Early Decoding,3.1
119906,On Fairness of Unified Multimodal Large Language Model for Image Generation,5.0
118198,Can We Infer Confidential Properties of Training Data from LLMs?,4.7
116650,Semi-supervised Graph Anomaly Detection via Robust Homophily Learning,5.0
115240,On Group Sufficiency Under Label Bias,3.1
117381,SceneDecorator: Towards Scene-Oriented Story Generation with Scene Planning and Scene Consistency,4.7
115351,Aggregation Hides OOD Generalization Failures from Spurious Correlations,3.1
119684,Test Time Scaling for Neural Processes,3.1
117159,What We Miss Matters: Learning from the Overlooked in Point Cloud Transformers,5.0
118810,On the Sample Complexity of Differentially Private Policy Optimization,2.3
117392,Inpainting the Neural Picture: Inferring Unrecorded Brain Area Dynamics from  Multi-Animal Datasets,3.1
115892,When Thinking Drifts: Evidential Grounding for Robust Video Reasoning,4.7
118287,Seeing the Arrow of Time in Large Multimodal Models,3.9
121527,UAV-Flow Colosseo: A Real-World Benchmark for Flying-on-a-Word UAV Imitation Learning,4.7
121871,RoboCerebra: A Large-scale Benchmark for Long-horizon Robotic Manipulation Evaluation,5.0
115434,Distributional Adversarial Attacks and Training in Deep Hedging,3.9
121478,MS-Bench: A Multimodal Benchmark for Evaluating Large Language Models in Ancient ManuScript Study,2.3
121795,PolyMath: Evaluating Mathematical Reasoning in Multilingual Contexts,3.1
120200,Mitigating Forgetting in LLM Fine-Tuning via Low-Perplexity Token Learning,1.5
121655,Benchmarking Egocentric Multimodal Goal Inference for Assistive Wearable Agents,4.4
117830,Manipulating Feature Visualizations with Gradient Slingshots,3.9
119607,JAMUN: Bridging Smoothed Molecular Dynamics and Score-Based Learning for Conformational Ensemble Generation,4.7
121498,UVE: Are MLLMs Unified Evaluators for AI-Generated Videos?,3.9
119515,Towards Pre-trained Graph Condensation via Optimal Transport,3.6
118764,"Optimal Control for Transformer Architectures: Enhancing Generalization, Robustness and Efficiency",3.1
116123,Nested Learning: The Illusion of Deep Learning Architectures,3.6
115372,Efficient Utility-Preserving Machine Unlearning with Implicit Gradient Surgery,2.8
115239,Every Rollout Counts: Optimal Resource Allocation for Efficient Test-Time Scaling,3.9
116996,Silencer: From Discovery to Mitigation of Self-Bias in LLM-as-Benchmark-Generator,3.9
115247,PiKE: Adaptive Data Mixing for Large-Scale Multi-Task Learning Under Low Gradient Conflicts,3.1
117707,Scaling Law with Learning Rate Annealing,2.8
120301,Mind the Quote: Enabling Quotation-Aware Dialogue in LLMs via Plug-and-Play Modules,3.9
118909,Federated Invariant Graph Learning for Non-IID Graphs,4.7
117305,Video-R1: Reinforcing Video Reasoning in MLLMs,5.0
116921,Negative Feedback Really Matters: Signed Dual-Channel Graph Contrastive Learning Framework for Recommendation,5.0
121949,"Position: Machine Learning Conferences Should Establish a ""Responses and Critiques"" Track",1.5
118166,Rethinking Multimodal Learning from the Perspective of Mitigating Classification Ability Disproportion,5.0
119666,KINDLE: Knowledge-Guided Distillation for Prior-Free Gene Regulatory Network Inference,5.0
117876,Partition-Then-Adapt: Combating Prediction Bias for Reliable Multi-Modal Test-Time Adaptation,4.7
116886,Layer as Puzzle Pieces: Compressing Large Language Models through Layer Concatenation,5.0
120350,BrainMoE: Cognition Joint Embedding via Mixture-of-Expert Towards Robust Brain Foundation Model,3.6
118167,Rethinking Multimodal Learning from the Perspective of Mitigating Classification Ability Disproportion,5.0
117644,Multi-Agent Debate for LLM Judges with Adaptive Stability Detection,4.7
119414,InvisibleInk: High-Utility and Low-Cost Text Generation with Differential Privacy,3.1
121538,IndustryEQA: Pushing the Frontiers of Embodied Question Answering in Industrial Scenarios,4.7
117896,$\texttt{BetaConform}$: Efficient MAP Estimation of LLM Ensemble Judgment Performance with Prior Transfer,5.0
119582,Retrv-R1: A Reasoning-Driven MLLM Framework for Universal and Efficient Multimodal Retrieval,5.0
118351,What Data Enables Optimal Decisions? An Exact Characterization for Linear Optimization,2.3
117160,GeoVideo: Introducing Geometric Regularization into Video Generation Model,4.3
119641,Adaptive Sample Scheduling for Direct Preference Optimization,4.7
120326,DUET: Dual-Facet Pseudo Labeling and Uncertainty-aware Exploration & Exploitation Training for Source-Free Adaptation,5.0
117838,Accurate KV Cache Eviction via Anchor Direction Projection for Efficient LLM Inference,5.0
119887,Does Object Binding Naturally Emerge in Large Pretrained Vision Transformers?,2.4
116703,Understanding Fairness and Prediction Error through Subspace Decomposition and Influence Analysis,3.9
120198,Multi-Agent Reinforcement Learning with Communication-Constrained Priors,4.7
115698,Intrinsic Benefits of Categorical Distributional Loss: Uncertainty-aware Regularized Exploration in Reinforcement Learning,3.1
115819,ReCAP: Recursive Context-Aware Reasoning and Planning with Language Models,2.6
115721,L²M: Mutual Information Scaling Law for Long-Context Language Modeling,2.3
116230,Retrosynthesis Planning via Worst-path Policy Optimisation in Tree-structured MDPs,4.3
119353,Cancer Survival Analysis via Zero-shot Tumor Microenvironment Segmentation on Low-resolution Whole Slide Pathology Images,5.0
117837,LLM Interpretability with Identifiable Temporal-Instantaneous Representation,4.3
118110,Accelerating Multimodal Large Language Models via Dynamic Visual-Token Exit and the Empirical Findings,3.1
117652,Stable Gradients for Stable Learning at Scale in Deep Reinforcement Learning,2.3
118169,Give Me FP32 or Give Me Death? Challenges and Solutions for Reproducible Reasoning,4.0
118170,Give Me FP32 or Give Me Death? Challenges and Solutions for Reproducible Reasoning,4.0
118859,Doubly Robust Alignment for Large Language Models,2.6
118247,Jacobian-Based Interpretation of Nonlinear Neural Encoding Model,3.9
119315,"Strassen Attention, Split VC Dimension and Compositionality in Transformers",3.6
121705,TheAgentCompany: Benchmarking LLM Agents on Consequential Real World Tasks,4.0
119037,Latent Policy Barrier: Learning Robust Visuomotor Policies by Staying In-Distribution,3.5
117009,Continuity and Isolation Lead to Doubts or Dilemmas in Large Language Models,1.5
120077,ReCon: Region-Controllable Data Augmentation with Rectification and Alignment for Object Detection,5.0
118383,PMQ-VE: Progressive Multi-Frame Quantization for Video Enhancement,5.0
118365,KAIROS: Scalable Model-Agnostic Data Valuation,5.0
119046,Efficient and Near-Optimal Algorithm for General Contextual Dueling Bandits with Offline Regression Oracles,2.3
116779,Towards Unified and Lossless Latent Space for 3D Molecular Latent Diffusion Modeling,4.3
117414,Imitation Beyond Expectation Using Pluralistic Stochastic Dominance,1.0
116315,Q-Palette: Fractional-Bit Quantizers Toward Optimal Bit Allocation for Efficient LLM Deployment,5.0
119029,Better Language Model Inversion by Compactly Representing Next-Token Distributions,4.4
120067,CroPe: Cross-Modal Semantic Compensation Adaptation for All Adverse Scene Understanding,3.9
115438,Learning to Clean: Reinforcement Learning for Noisy Label Correction,5.0
117922,Temporal In‑Context Fine‑Tuning for Versatile Control of Video Diffusion Models,3.5
117426,Robust Distortion-Free Watermark for Autoregressive Audio Generation Models,4.7
118266,Aligning by Misaligning: Boundary-aware Curriculum Learning for Multimodal Alignment,3.8
120291,Reinforcement Learning for Out-of-Distribution Reasoning in LLMs: An Empirical Study on Diagnosis-Related Group Coding,4.3
120109,Synergy over Discrepancy: A Partition-Based Approach to Multi-Domain LLM Fine-Tuning,4.2
118532,Vanish into Thin Air: Cross-prompt Universal Adversarial Attacks for SAM2,4.7
118203,Hadamard Test is Sufficient for Efficient Quantum Gradient Estimation with Lie Algebraic Symmetries,4.7
120009,MARS: A Malignity-Aware Backdoor Defense in Federated Learning,5.0
116938,SOMBRL: Scalable and Optimistic Model-Based RL,3.1
116436,AdvEDM: Fine-grained Adversarial Attack against VLM-based Embodied Decision-Making Systems,3.6
118934,What Matters in Data for DPO?,2.3
115025,ReTuning: Towards Scalable In-context Retrieval,3.6
115298,Many LLMs Are More Utilitarian Than One,2.0
118786,Analyzing Similarity Metrics for Data Selection for Language Model Pretraining,4.4
118748,Rethinking Gradient Step Denoiser: Towards Truly Pseudo-Contractive Operator,3.9
116335,Hierarchical Retrieval: The Geometry and a Pretrain-Finetune Recipe,4.0
118408,SDTagNet: Leveraging Text-Annotated Navigation Maps for Online HD Map Construction,4.4
115238,ROSE: Remove Objects with Side Effects in Videos,5.0
115044,Mozart: Modularized and Efficient MoE Training on 3.5D Wafer-Scale Chiplet Architectures,5.0
115302,Sequential Attention-based Sampling for Histopathological Analysis,3.5
118903,Stackelberg Learning with Outcome-based Payment,1.5
116105,On Hierarchies of Fairness Notions in Cake Cutting: From Proportionality to Super Envy-Freeness,2.8
121783,NaturalReasoning: Reasoning in the Wild with 2.8M Challenging Questions,2.6
118719,Generalizable Hand-Object Modeling from Unconstrained RGB Images via 3D Gaussians,3.9
117119,GVPO: Group Variance Policy Optimization for Large Language Model Post-Training,1.5
117895,Fuz-RL: A Fuzzy-Guided Robust Framework for Safe Reinforcement Learning under Uncertainty,4.7
118789,Simultaneous Swap Regret Minimization via KL-Calibration,2.0
118684,DNAEdit: Direct Noise Alignment for Text-Guided Rectified Flow Editing,5.0
116656,Statistical Analysis of an Adversarial Bayesian Weak Supervision Method,3.1
116225,From Average-Iterate to Last-Iterate Convergence in Games: A Reduction and Its Applications,3.2
120332,Conditional Forecasts and Proper Scoring Rules for Reliable and Accurate Performative Predictions,1.5
119322,Adapting to Stochastic and Adversarial Losses in Episodic MDPs with Aggregate Bandit Feedback,2.3
117528,Neural Functional: Learning Function to Scalar Maps for Neural PDE Surrogates,3.1
121701,Carbon-Bench: A Forty-year Global-scale Benchmark Dataset for Carbon Forecasting in Forest Ecosystems,4.4
121703,VMDT: Decoding the Trustworthiness of Video Foundation Models,5.0
117272,AngleRoCL: Angle-Robust Concept Learning for Physically View-Invariant Adversarial Patches,4.4
121794,TreeFinder: A US-Scale Benchmark Dataset for Individual Tree Mortality Monitoring Using High-Resolution Aerial Imagery,5.0
117557,Learning to Rank for In-Context Example Retrieval,3.1
115731,1000 Layer Networks for Self-Supervised RL: Scaling Depth Can Enable New Goal-Reaching Capabilities,2.3
115550,Thought Communication in Multiagent LLMs,4.4
117079,"Knowledge Insulating Vision-Language-Action Models: Train Fast, Run Fast, Generalize Better",3.6
118504,Scalable Exploration via Ensemble++,5.0
118524,Mechanism Design via the Interim Relaxation,3.6
115732,1000 Layer Networks for Self-Supervised RL: Scaling Depth Can Enable New Goal-Reaching Capabilities,2.3
117716,IF-Guide: Influence Function-Guided Detoxification of LLMs,3.6
119825,A Highly Efficient and Chemical Motif-Preserving Molecule Generation Platform,5.0
116069,3D Human Pose Estimation with Muscles,3.6
116423,Rethinking Fine-Tuning when Scaling Test-Time Compute: Limiting Confidence Improves Mathematical Reasoning,3.2
118844,Stable Part Diffusion: Multi-View RGB and Kinematic Parts Video Generation,5.0
115051,What is Your Data Worth to GPT? LLM-Scale Data Valuation with Influence Functions,2.7
117929,On Optimal Steering to Achieve Exact Fairness,2.3
121522,"BLINK-Twice: You see, but do you observe?  A Reasoning Benchmark on Visual Perception",4.8
119072,DPAIL: Training Diffusion Policy for Adversarial Imitation Learning without Policy Optimization,4.7
115413,Learning to Reason under Off-Policy Guidance,3.9
117694,Mixture-of-Experts Meets In-Context Reinforcement Learning,5.0
120184,The Unseen Threat: Residual Knowledge in Machine Unlearning under Perturbed Samples,3.9
119424,MIRA: Unified Medical Time Series Foundation Model for Real-World Health Data,4.8
120348,VLMLight: Safety-Critical Traffic Signal Control via Vision-Language Meta-Control and Dual-Branch Reasoning Architecture,3.9
118061,HeavyWater and SimplexWater: Watermarking Low-Entropy Text Distributions,3.9
119583,LEDiT:  Your Length-Extrapolatable Diffusion Transformer without Positional Encoding,4.3
119297,In Search of Adam’s Secret Sauce,2.3
119298,In Search of Adam’s Secret Sauce,2.3
116205,The Complexity of Finding Local Optima in Contrastive Learning,2.0
119907,Multimodal Bandits: Regret Lower Bounds and Optimal Algorithms,1.8
119757,DualCnst: Enhancing Zero-Shot Out-of-Distribution Detection via Text-Image Consistency in Vision-Language Models,5.0
115272,Act Only When It Pays: Efficient Reinforcement Learning for LLM Reasoning via Selective Rollouts,3.1
116165,CSGO: Content-Style Composition in Text-to-Image Generation,5.0
115931,Kinetics: Rethinking Test-Time Scaling Law,4.0
121649,OneIG-Bench: Omni-dimensional Nuanced Evaluation for Image Generation,5.0
117379,Understand Before You Generate: Self-Guided Training for Autoregressive Image Generation,3.1
119843,ViewCraft3D: High-fidelity and View-Consistent 3D Vector Graphics Synthesis,2.3
119081,ViSPLA: Visual Iterative Self-Prompting for Language-Guided 3D Affordance Learning,5.0
115886,TTS-VAR: A Test-Time Scaling Framework for Visual Auto-Regressive Generation,4.4
115433,Calibrating Translation Decoding with Quality Estimation on LLMs,4.4
116305,iFinder: Structured Zero-Shot Vision-Based LLM Grounding for Dash-Cam Video Reasoning,5.0
115190,Speculative Jacobi-Denoising Decoding for Accelerating Autoregressive Text-to-image Generation,3.9
116945,GoT: Unleashing Reasoning Capability of MLLM for Visual Generation and Editing,4.8
118084,Stochastic Process Learning via Operator Flow Matching,4.2
116626,Taming generative world models for zero-shot optical flow extraction,5.0
116852,Self-Supervised Learning of Motion Concepts by Optimizing Counterfactuals,3.9
116804,Test-Time Scaling of Diffusion Models via Noise Trajectory Search,3.1
115535,SpatialLM: Training Large Language Models for Structured Indoor Modeling,5.0
117743,DiCo: Revitalizing ConvNets for Scalable and Efficient Diffusion Modeling,3.1
117950,An Analytical Theory of Spectral Bias in the Learning Dynamics of Diffusion Models,3.9
121456,BountyBench: Dollar Impact of AI Agent Attackers and Defenders on Real-World Cybersecurity Systems,4.0
119848,A solvable model of learning generative diffusion: theory and insights,1.4
121746,$\texttt{AVROBUSTBENCH}$: Benchmarking the Robustness of Audio-Visual Recognition Models at Test-Time,5.0
116289,Don't be lazy: CompleteP enables compute-efficient deep transformers,2.3
117179,Counterfactual Evolution of Multimodal Datasets via Visual Programming,5.0
117553,🎧MOSPA: Spatial Audio-Driven Human Motion Generation,5.0
119396,Fused View-Time Attention and Feedforward Reconstruction for 4D Scene Generation,5.0
121702,SSRB: Direct Natural Language Querying to Massive Heterogeneous Semi-Structured Data,3.6
117677,$\text{R}^2\text{ec}$: Towards Large Recommender Models with Reasoning,5.0
116369,"Track, Inpaint, Resplat: Subject-driven 3D and 4D Generation with Progressive Texture Infilling",3.9
119232,Hybrid Re-matching for Continual Learning with Parameter-Efficient Tuning,5.0
120253,Learning Human-Like RL Agents Through Trajectory Optimization With Action Quantization,3.9
115267,VidEmo: Affective-Tree Reasoning for Emotion-Centric Video Foundation Models,5.0
115712,Signal and Noise: A Framework for Reducing Uncertainty in Language Model Evaluation,5.0
116056,Feed-Forward Bullet-Time Reconstruction of Dynamic Scenes from Monocular Videos,3.9
117546,SimpleStrat: Addressing Language Model Coverage with Stratification,3.9
116797,Distributed mediation analysis with  communication efficiency,3.9
116739,Chiron-o1: Igniting Multimodal Large Language Models towards Generalizable Medical Reasoning via Mentor-Intern Collaborative Search,5.0
118055,Information-Driven Design of Imaging Systems,2.7
120098,Unleashing Hour-Scale Video Training for Long Video-Language Understanding,4.7
118332,RaySt3R: Predicting Novel Depth Maps for Zero-Shot Object Completion,4.3
118890,FALCON: An ML Framework for Fully Automated Layout-Constrained Analog Circuit Design,3.9
115123,High-Entropy Minority Tokens Drive Effective Reinforcement Learning for LLM Reasoning,2.8
117187,Feature-Based Instance Neighbor Discovery: Advanced Stable Test-Time Adaptation in Dynamic World,2.3
118703,BridgePure: Limited Protection Leakage Can Break Black-Box Data Protection,4.7
117435,DenseDPO: Fine-Grained Temporal Preference Optimization for Video Diffusion Models,2.3
115083,LogicTree: Improving Complex Reasoning of LLMs via Instantiated Multi-step Synthetic Logical Data,5.0
115040,Learning to See Everything in Ultra-High Dynamic Range Scenes,5.0
118083,DIPO: Dual-State Images Controlled Articulated Object Generation Powered by Diverse Data,5.0
121600,Towards Understanding Camera Motions in Any Video,4.4
116201,From stability of Langevin diffusion to convergence of proximal MCMC for non-log-concave sampling,1.5
119504,MLZero: A Multi-Agent System for End-to-end Machine Learning Automation,5.0
116343,HiFlow: Training-free High-Resolution Image Generation with Flow-Aligned Guidance,3.1
115412,Backdoor Mitigation via Invertible Pruning Masks,4.4
115559,Rare Text Semantics Were Always There in Your Diffusion Transformer,3.1
115460,UFT: Unifying Supervised and Reinforcement Fine-Tuning,3.1
116079,Unifying Proportional Fairness in Centroid and Non-Centroid Clustering,3.1
116066,Learning the Wrong Lessons: Syntactic-Domain Spurious Correlations in Language Models,4.4
120031,A Provable Pitfall of Generalization in SSMs,2.0
116271,Do Neural Nets Need Gradient Descent to Generalize? Matrix Factorization as a Theoretical Testbed,1.5
115690,"Multi-Modal Human Motion Alignment for Cross-Modal Retrieval, Recognition, and Generation",5.0
115262,Conformal Information Pursuit for Interactively Guiding Language Models,3.6
118466,Convergence Rates for Gradient Descent on the Edge of Stability for Overparametrised Least Squares,2.0
119640,SECA: Semantically Equivalent & Coherent Attacks for Eliciting LLM Hallucinations,4.8
120241,MAESTRO : Adaptive Sparse Attention and Robust Learning for Multimodal Dynamic Time Series,5.0
116935,Robust Contextual Pricing,1.0
118900,Structured Linear CDEs: Maximally Expressive and Parallel-in-Time Sequence Models,5.0
121446,Gymnasium: A Standard Interface for Reinforcement Learning Environments,3.9
117257,AI Debate Aids Assessment of Controversial Claims,2.0
121916,"Position: AI Should Sense Better, Not Just Scale Bigger: Adaptive Sensing as a Paradigm Shift",3.9
121789,Do You Really Need Public Data? Surrogate Public Data for Differential Privacy on Tabular Data,5.0
115862,Taming Hyperparameter Sensitivity in Data Attribution: Practical Selection Without Costly Retraining,4.4
116090,GraSS: Scalable Influence Function with Sparse Gradient Compression,3.4
116781,Revisiting Follow-the-Perturbed-Leader with Unbounded Perturbations in Bandit Problems,2.0
117843,A Reliable Cryptographic Framework for Empirical Machine Unlearning Evaluation,3.1
118290,Minimizing False-Positive Attributions in Explanations of Non-Linear Models,3.9
116469,Knee-Deep in C-RASP: A Transformer Depth Hierarchy,1.5
121420,ArchPower: Dataset for Architecture-Level Power Modeling of Modern CPU Design,5.0
117973,ELECTRA: A Cartesian Network for 3D Charge Density Prediction with Floating Orbitals,3.1
119639,Titans: Learning to Memorize at Test Time,3.6
117163,Revisiting Glorot Initialization for Long-Range Linear Recurrences,2.3
119012,A Counterfactual Semantics for Hybrid Dynamical Systems,2.7
116403,ConTextTab: A Semantics-Aware Tabular In-Context Learner,5.0
119789,Derivative-Free Guidance in Continuous and Discrete Diffusion Models with Soft Value-based Decoding,3.1
118600,Rainbow Delay Compensation: A Multi-Agent Reinforcement Learning Framework for Mitigating Observation Delays,5.0
121738,DCAD-2000: A Multilingual Dataset across 2000+ Languages with Data Cleaning as Anomaly Detection,4.7
118841,Making Classic GNNs Strong Baselines Across Varying Homophily: A Smoothness–Generalization Perspective,5.0
120022,Solving Partial Differential Equations via Radon Neural Operator,5.0
118148,Generating Computational Cognitive models using Large Language Models,5.0
119967,Understanding and Enhancing Message Passing on Heterophilic Graphs via Compatibility Matrix,3.9
115468,Mellow: a small audio language model for reasoning,5.0
116538,Fast Last-Iterate Convergence of SGD in the Smooth Interpolation Regime,1.5
121412,Dynamic Risk Assessments for Offensive Cybersecurity Agents,2.3
121516,NeuroRenderedFake: A Challenging Benchmark to Detect Fake Images Generated by Advanced Neural Rendering Methods,5.0
120027,STARFlow: Scaling Latent Normalizing Flows for High-resolution Image Synthesis,4.3
118729,Semi-autoregressive Your Bridge: Chemical Space Projecting with Discrete Markov Bridges,4.4
